abril-comida-alcohol-biergarten,3
abril-comida-alcohol-cervaeza kickerkeller,12
abril-comida-alcohol-cerveza,2
abril-comida-alcohol-cerveza,2
abril-comida-alcohol-cerveza callejera,4
abril-comida-alcohol-tarantula,6
abril-comida-alcohol-zur alten laterne,2
abril-comida-despensa-aldi,20
abril-comida-despensa-pollo,8
abril-comida-despensa-rewe,33
abril-comida-despensa-rewe,16
abril-comida-despensa-zitzmann,8
abril-comida-restaurante-back factory,5
abril-comida-restaurante-back factory,5
abril-comida-restaurante-bakery,7
abril-comida-restaurante-bratwurst,3
abril-comida-restaurante-café,2
abril-comida-restaurante-city kebap,5
abril-comida-restaurante-currywurst,5
abril-comida-restaurante-damas,4
abril-comida-restaurante-döner,7
abril-comida-restaurante-döner,9
abril-comida-restaurante-hot pot,16
abril-comida-restaurante-luise,12
abril-comida-restaurante-mensa,4
abril-comida-restaurante-mensa,3
abril-comida-restaurante-mensa,1
abril-comida-restaurante-mensa,2
abril-comida-restaurante-nahkauf,10
abril-comida-restaurante-snacks maquinita,2
abril-comida-restaurante-tomate mozzarella,2
abril-educacion-libros-libro panorama,15
abril-entretenimiento-otros-bachata,15
abril-gestiones bancarias-ajuste de cuenta-amex,331
abril-hogar-decoracion-ropa de cama,12
abril-hogar-lavanderia-lavanderia,4
abril-hogar-lavanderia-secadora,2
abril-hogar-renta-dormitorio,507
abril-hogar-telefono-o2,30
abril-personales-peluqueria-corte pelo,13
abril-transporte-transporte publico-taxi mudanza,11
agosto-comida-alcohol-biergarten,4
agosto-comida-alcohol-cerveza hostal,4
agosto-comida-alcohol-cerveza rewe,1
agosto-comida-alcohol-ceveza,4
agosto-comida-alcohol-hb cerveza,5
agosto-comida-alcohol-nahkauf,3
agosto-comida-alcohol-nahkauf,2
agosto-comida-alcohol-nahkauf,3
agosto-comida-alcohol-rewe paulaner,11
agosto-comida-alcohol-tesco,12
agosto-comida-despensa-dm,15
agosto-comida-despensa-nahkauf,17
agosto-comida-restaurante-agua zob,2
agosto-comida-restaurante-back factory,3
agosto-comida-restaurante-back factory,2
agosto-comida-restaurante-bagueterie,6
agosto-comida-restaurante-bar rodo,20
agosto-comida-restaurante-bratwurst,3
agosto-comida-restaurante-burger king,7
agosto-comida-restaurante-cafe,3
agosto-comida-restaurante-cafe zob,5
agosto-comida-restaurante-cinema kaffee,6
agosto-comida-restaurante-city kebap,4
agosto-comida-restaurante-city kebap,15
agosto-comida-restaurante-city kebap,9
agosto-comida-restaurante-club mate,3
agosto-comida-restaurante-coffee house,8
agosto-comida-restaurante-comida gera,5
agosto-comida-restaurante-currywurst,5
agosto-comida-restaurante-dean david,9
agosto-comida-restaurante-einstein kaffee,3
agosto-comida-restaurante-fecske presszo,16
agosto-comida-restaurante-frischback,2
agosto-comida-restaurante-frischback,4
agosto-comida-restaurante-frischback,4
agosto-comida-restaurante-frischback,3
agosto-comida-restaurante-frischback,2
agosto-comida-restaurante-hummus bar,6
agosto-comida-restaurante-ikea,6
agosto-comida-restaurante-ikea,6
agosto-comida-restaurante-kfc,8
agosto-comida-restaurante-koreano,10
agosto-comida-restaurante-mazsa goal,8
agosto-comida-restaurante-mcdonalds,11
agosto-comida-restaurante-mcdonalds,10
agosto-comida-restaurante-mcdonalds,8
agosto-comida-restaurante-mensa,3
agosto-comida-restaurante-mensa,3
agosto-comida-restaurante-mensa,2
agosto-comida-restaurante-mensa,2
agosto-comida-restaurante-nahkauf,19
agosto-comida-restaurante-nahkauf,8
agosto-comida-restaurante-pizza dantonio,12
agosto-comida-restaurante-rewe,22
agosto-comida-restaurante-sandwich hbf,4
agosto-comida-restaurante-star kebab,5
agosto-comida-restaurante-starbucks,4
agosto-comida-restaurante-train restaurant,4
agosto-entretenimiento-viajes-budapest,50
agosto-entretenimiento-viajes-rudas,12
agosto-entretenimiento-viajes-turibus budapest,25
agosto-entretenimiento-viajes-viaje praga,100
agosto-entretenimiento-viajes-walking tour,6
agosto-gestiones bancarias-comisiones-cajero,5
agosto-hogar-decoracion-ikea,97
agosto-hogar-impuestos-rundfunk,105
agosto-hogar-lavanderia-lavanderia,4
agosto-hogar-lavanderia-lavanderia,4
agosto-hogar-renta-studierendenwerk,217
agosto-hogar-renta-studierendenwerk,10
agosto-hogar-telefono-o2,25
agosto-hogar-telefono-o2 llamadas,44
agosto-personales-gadgets-saturn,11
agosto-personales-otros-baño hbf,1
agosto-personales-otros-baño zob,1
agosto-personales-peluqueria-hakans,13
agosto-personales-regalos-musicos s bahn,2
agosto-personales-regalos-sandwich erich,2
agosto-salud-seguro medico-aok,88
agosto-salud-seguro medico-mawista,37
agosto-transporte-transporte publico-bus,3
agosto-transporte-transporte publico-pasaje,4
agosto-transporte-transporte publico-s bahn,3
agosto-transporte-transporte publico-s bahn berlin,3
agosto-transporte-transporte publico-u bahn,3
diciembre-comida-alcohol-gluhwein,4
diciembre-comida-alcohol-gluhwein,3
diciembre-comida-alcohol-gluhwein,5
diciembre-comida-alcohol-gluhwein,3
diciembre-comida-alcohol-glühwein,3
diciembre-comida-alcohol-glühwein,3
diciembre-comida-alcohol-glühwein,3
diciembre-comida-alcohol-glühwein,6
diciembre-comida-alcohol-gluhwein y bratwurst,6
